gene_symbol,Golm2
mouse_strain,C57BL
parameter_id,IMPC_CSD_007_001
analysis_id,5nb60560w2e8ho0
pvalue,0.9758385
gene_accession_id,MGI:2443129
parameter_name,Coat - color - abdomen
mouse_life_stage,Early adult
