parameter_name,Eye
pvalue,0.8746154
gene_accession_id,MGI:95835
mouse_strain,C57BL
analysis_id,r8574tcyt387xjm
gene_symbol,Hspa5
parameter_id,M-G-P_014_001_001
mouse_life_stage,Early adult
