gene_symbol,Nipal3
analysis_id,38sq2dfav23j20j
parameter_id,IMPC_CAL_008_001
gene_accession_id,MGI:1921802
parameter_name,Total food intake
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.7802609
