gene_symbol,Lcn2
mouse_strain,C57BL
parameter_name,Forebrain
analysis_id,68058fwu8v69ux0
parameter_id,IMPC_GEL_028_001
gene_accession_id,MGI:96757
mouse_life_stage,Early adult
pvalue,0.3017178
