gene_symbol,Pglyrp3
analysis_id,0gn880i6t093929
pvalue,0.3298708
parameter_id,MGP_CSD_030_001
gene_accession_id,MGI:2685266
parameter_name,Limb coat/hair presence
mouse_life_stage,Early adult
mouse_strain,C57BL
