gene_symbol,Snrpb2
mouse_strain,C57BL
gene_accession_id,MGI:104805
analysis_id,ho8tq0h302o643m
parameter_id,MGP_IMM_078_001
mouse_life_stage,Early adult
pvalue,0.464748
parameter_name,Resting Treg cells - % of CD45+
