parameter_id,IMPC_CBC_025_001
gene_accession_id,MGI:3522699
mouse_life_stage,Early adult
gene_symbol,Trpa1
parameter_name,LDL-cholesterol
mouse_strain,C57BL
pvalue,0.7705138
analysis_id,58f472i9d40970a
