gene_symbol,Mecom
parameter_id,MGP_CSD_008_001
analysis_id,pmlcsp8czhe147c
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
parameter_name,Startle response
mouse_strain,C57BL
pvalue,0.9311222
