gene_symbol,Lurap1
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_001_001
pvalue,0.5791096
mouse_strain,C57BL
analysis_id,l334wl3x15p7rgz
gene_accession_id,MGI:1915325
parameter_name,Eye
