gene_symbol,Slc30a4
analysis_id,u89oz23nk24b040
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.1585858
gene_accession_id,MGI:1345282
parameter_name,Initial response to glucose challenge
parameter_id,IMPC_IPG_011_001
