mouse_life_stage,Middle aged adult
parameter_id,MGP_IMM_033_001
pvalue,0.3768049
parameter_name,Total NK cells - % of CD45+
analysis_id,99vvoiw0340345x
gene_symbol,Hpca
mouse_strain,C57BL
gene_accession_id,MGI:1336200
