gene_symbol,Sdcbp2
analysis_id,7e0q855p0f29140
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI2
parameter_id,IMPC_ACS_034_001
gene_accession_id,MGI:2385156
pvalue,0.5752722
