gene_symbol,Dcaf12
parameter_name,Creatinine
pvalue,0.5753877
mouse_life_stage,Early adult
analysis_id,kd3z24rt2z0f70e
parameter_id,HMGULA_CBC_005_001
gene_accession_id,MGI:1916220
mouse_strain,C57BL
