gene_symbol,Snap23
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
parameter_name,Bone Area
pvalue,0.1088328
analysis_id,i8275c8v1oz1140
parameter_id,IMPC_DXA_010_001
