gene_symbol,Mapkap1
mouse_life_stage,E15.5
parameter_id,IMPC_CBC_012_001
gene_accession_id,MGI:2444554
mouse_strain,C57BL
analysis_id,19907uu48k13655
parameter_name,Aspartate aminotransferase
pvalue,0.5949056
