parameter_id,JAX_SLW_013_001
gene_symbol,Mms22l
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
analysis_id,osz986f26968yvq
mouse_strain,C57BL
parameter_name,Breath rate during sleep mean
pvalue,0.2605788
