parameter_id,JAXLA_OFD_007_001
gene_accession_id,MGI:1914944
analysis_id,p2n0i7b5r06f256
mouse_life_stage,Early adult
parameter_name,Whole arena resting time
pvalue,0.559498
gene_symbol,Ift74
mouse_strain,C57BL
