gene_symbol,AU040320
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Prepulse inhibition - PP3
pvalue,0.1527065
analysis_id,457un12762q8qhk
gene_accession_id,MGI:2140475
parameter_id,ESLIM_011_001_703
