parameter_id,IMPC_ABR_008_001
gene_accession_id,MGI:1914309
mouse_strain,C57BL
gene_symbol,Ola1
parameter_name,18kHz-evoked ABR Threshold
pvalue,0.3509825
analysis_id,nzx42i7y7xr5q91
mouse_life_stage,Early adult
