gene_symbol,Pglyrp3
mouse_strain,C57BL
parameter_name,Tremor
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_030_001
gene_accession_id,MGI:2685266
pvalue,0.5775835
analysis_id,0c4d3b341vi8i9a
