gene_symbol,Secisbp2l
mouse_life_stage,Early adult
gene_accession_id,MGI:1917604
pvalue,0.1609393
mouse_strain,C57BL
parameter_id,JAX_SLW_013_001
analysis_id,420rglo9lps631n
parameter_name,Breath rate during sleep mean
