gene_symbol,Nucks1
pvalue,0.9723614
mouse_strain,C57BL
parameter_id,IMPC_IMM_004_002
analysis_id,615e4j9964q6dj0
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:1934811
mouse_life_stage,Early adult
