gene_symbol,Casq1
pvalue,0.6300658
analysis_id,24j38wsk2ta1b55
gene_accession_id,MGI:1309468
mouse_strain,C57BL
parameter_id,IMPC_IMM_071_001
parameter_name,MZB (CD21/35 high)
mouse_life_stage,Early adult
