parameter_id,IMPC_XRY_067_001
parameter_name,Caudal processes
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
analysis_id,mb2021280o1524q
gene_symbol,Mapkap1
pvalue,0.9511905
mouse_strain,C57BL
