mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_strain,C57BL
analysis_id,0539k3068d91j0g
parameter_id,IMPC_IMM_071_001
pvalue,0.2515574
parameter_name,MZB (CD21/35 high)
