gene_symbol,Snap23
parameter_id,IMPC_IPG_011_001
mouse_strain,C57BL
pvalue,0.7994847
analysis_id,4a8q973fx6tb916
parameter_name,Initial response to glucose challenge
gene_accession_id,MGI:109356
mouse_life_stage,Middle aged adult
