parameter_id,IMPC_DXA_009_001
gene_symbol,Zc2hc1a
pvalue,0.3336797
gene_accession_id,MGI:1914556
analysis_id,j89vno5b657b6ba
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
