parameter_id,IMPC_IPG_010_001
analysis_id,vv7x2zl681f6d56
gene_accession_id,MGI:2444777
parameter_name,Fasted blood glucose concentration
gene_symbol,Ncaph
mouse_strain,C57BL
pvalue,0.6749683
mouse_life_stage,Early adult
