gene_symbol,Dmap1
gene_accession_id,MGI:1913483
pvalue,0.887434
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,IMPC_CBC_024_001
parameter_name,UIBC (unsaturated iron binding capacity)
analysis_id,o1mgx309mfe13xy
