parameter_id,IMPC_GEL_063_001
mouse_life_stage,Early adult
gene_accession_id,MGI:109384
analysis_id,w98o9x280m023l5
gene_symbol,Atf3
pvalue,0.7282057
mouse_strain,C57BL
parameter_name,Delayed embryonic development
