gene_symbol,Snap23
parameter_name,Time mobile light side
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6011827
parameter_id,JAX_LDT_003_001
analysis_id,16awa8g9n05096v
