parameter_id,IMPC_CBC_013_001
analysis_id,412a8kfl5n59y1t
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Alanine aminotransferase
gene_symbol,Bach2
pvalue,0.9702547
