gene_symbol,Eprs1
analysis_id,8q96t5v932bw828
mouse_strain,C57BL
parameter_id,M-G-P_016_001_006
pvalue,0.1822792
parameter_name,Mean-corpuscular-haemoglobin
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
