parameter_name,Lean/Body weight
mouse_strain,C59BL
analysis_id,775a017c013kt3r
pvalue,0.8893464
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
gene_symbol,Bach2
parameter_id,ESLIM_005_001_702
