mouse_life_stage,Early adult
parameter_id,IMPC_IMM_071_001
parameter_name,MZB (CD21/35 high)
gene_accession_id,MGI:1922745
mouse_strain,C57BL
analysis_id,2ur4bg8ze8d9r69
pvalue,0.6921817
gene_symbol,Morn5
