parameter_id,M-G-P_005_001_001
pvalue,0.3682932
mouse_strain,C57BL
analysis_id,375023rt32xv12j
gene_accession_id,MGI:1919137
mouse_life_stage,Early adult
gene_symbol,Ppm1j
parameter_name,Weight
