gene_symbol,Eprs1
mouse_life_stage,E12.5
gene_accession_id,MGI:97838
pvalue,0.7341705
analysis_id,8j7ya85qa17v1j6
parameter_name,CD8 CD44+CD62L- T cells
parameter_id,IMPC_IMM_032_001
mouse_strain,C57BL
