parameter_id,HMGULA_CBC_018_001
analysis_id,813hdn2818n4a32
pvalue,0.3674845
mouse_life_stage,Early adult
gene_symbol,Morn5
parameter_name,Glucose
gene_accession_id,MGI:1922745
mouse_strain,C57BL
