parameter_id,IMPC_XRY_059_001
gene_symbol,Ddx27
analysis_id,0q75t1u92sv9i2g
mouse_strain,C57BL
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
pvalue,0.1693611
parameter_name,Shape of ribcage
