gene_symbol,Galnt13
analysis_id,89nfu66ar949a95
parameter_id,IMPC_XRY_025_001
mouse_life_stage,Middle aged adult
parameter_name,Tibia
pvalue,0.5123009
gene_accession_id,MGI:2139447
mouse_strain,C57BL
