parameter_id,MGP_IMM_028_001
gene_accession_id,MGI:2446274
gene_symbol,FRMPD1
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.7708352
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
analysis_id,lh5t4qnrwr9g85d
