gene_symbol,Bmi1
parameter_name,Lower teeth appearance
gene_accession_id,MGI:88174
pvalue,0.8357458
mouse_life_stage,E15.5
mouse_strain,C57BL
analysis_id,s18q3j1kqb606ws
parameter_id,IMPC_CSD_070_001
