gene_symbol,Nucks1
gene_accession_id,MGI:1934811
pvalue,0.2054133
mouse_life_stage,Middle aged adult
analysis_id,33fc0b0dsxijk97
mouse_strain,C57BL
parameter_name,Lumbar processes
parameter_id,IMPC_XRY_065_001
