gene_symbol,Pglyrp3
parameter_id,JAXLA_CSD_007_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2685266
analysis_id,81wp9213qms8tol
parameter_name,Coat - color - abdomen
pvalue,0.1639378
