parameter_id,MGP_CSD_066_001
gene_symbol,Sfpq
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,5.591532e-05
analysis_id,ii5993vuve19153
parameter_name,Snout morphology
gene_accession_id,MGI:1918764
