gene_symbol,Fgb
mouse_strain,C57BL
pvalue,0.1766767
analysis_id,wox894109z822i8
parameter_name,Lens Opacity
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
parameter_id,UCDLA_EYE_017_001
