gene_symbol,Ola1
mouse_strain,C57BL
gene_accession_id,MGI:1914309
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_IMM_079_001
mouse_life_stage,E18.5
pvalue,0.5434383
analysis_id,5rtan452dl21n28
