gene_symbol,Zmynd19
mouse_life_stage,Early adult
analysis_id,x4v6ig91olx7j2c
mouse_strain,C57BL
pvalue,0.7796864
parameter_name,Bone Area
gene_accession_id,MGI:1914437
parameter_id,IMPC_DXA_010_001
