gene_symbol,Slc28a2
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.738187
parameter_id,IMPC_EYE_024_001
gene_accession_id,MGI:1913105
parameter_name,Retinal Blood Vessels
analysis_id,6lcgp4mf5gz6p7b
