gene_symbol,Pex19
parameter_id,IMPC_CBC_005_001
analysis_id,19z50q7l57ld1ui
mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_name,Creatinine
pvalue,0.7919437
gene_accession_id,MGI:1334458
