parameter_id,HRWLLA_OFD_017_001
gene_accession_id,MGI:88461
pvalue,0.1471191
mouse_life_stage,Early adult
parameter_name,Center average speed
analysis_id,lcc8mxd24h6b51r
mouse_strain,C57BL
gene_symbol,Col6a3
