pvalue,0.5752215
mouse_strain,C57BL
gene_accession_id,MGI:104805
parameter_name,Basophil cell count
gene_symbol,Snrpb2
analysis_id,145396omjh90x7h
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_037_001
