mouse_strain,C57BL
parameter_id,MGP_PBI_016_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1931322
parameter_name,Monocyte percentage
gene_symbol,Car13
pvalue,0.5269102
analysis_id,a6h80eae75d6tm3
