gene_symbol,Hspa5
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
mouse_strain,C57BL
parameter_name,Calcium
analysis_id,84fhdv6m73dph19
pvalue,0.7031954
parameter_id,IMPC_CBC_009_001
