gene_symbol,Zmynd19
mouse_life_stage,Early adult
parameter_id,ESLIM_014_001_008
parameter_name,Cornea vascularisation
mouse_strain,C57BL
pvalue,0.8393687
gene_accession_id,MGI:1914437
analysis_id,v1lv6c6t8x69g0z
