parameter_id,M-G-P_016_001_006
pvalue,0.8294905
mouse_strain,C57BL
gene_symbol,F2
gene_accession_id,MGI:88380
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,9ecxqxf6tg41n2o
mouse_life_stage,Early adult
