mouse_strain,129SV
parameter_id,IMPC_IMM_025_001
gene_accession_id,MGI:1920638
analysis_id,ba42h1d1191nlq7
pvalue,0.2170259
parameter_name,DN CD25- NKT cells
mouse_life_stage,Early adult
gene_symbol,Bpifa3
