parameter_id,MGP_CSD_067_001
mouse_strain,129SV
pvalue,0.1486226
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
analysis_id,jf581c37c9p99ze
parameter_name,Snout size
mouse_life_stage,Early adult
