parameter_id,IMPC_GEP_083_001
gene_symbol,Ints7
pvalue,0.5451261
analysis_id,u18a1w6dd55418z
mouse_life_stage,E9.5
parameter_name,Tongue out
mouse_strain,C57BL
gene_accession_id,MGI:1924315
