gene_symbol,Duoxa2
parameter_id,M-G-P_016_001_006
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,ll881l2z24ydb79
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.160222
gene_accession_id,MGI:1914061
