parameter_id,IMPC_ACS_006_001
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Hspa5
gene_accession_id,MGI:95835
analysis_id,8xs72y821wr1435
parameter_name,Response amplitude - S
pvalue,0.2166681
