gene_symbol,Col6a3
analysis_id,7tv168242sg16w4
parameter_name,Total T cells - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C58BL
parameter_id,MGP_MLN_001_001
pvalue,0.7163632
gene_accession_id,MGI:88461
