gene_symbol,Fgb
pvalue,0.1012145
analysis_id,h0s4xr2777rb5wz
parameter_id,UCDLA_EYE_083_001
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_name,Vitreous
