mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,Secisbp2l
pvalue,0.3945849
analysis_id,02k665ah3voy8e2
parameter_name,Mean corpuscular hemoglobin
gene_accession_id,MGI:1917604
parameter_id,IMPC_HEM_006_001
